doc_id,hotel_name,hotel_url,street,city,state,country,zip,class,price,num_reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,COMFORT,overall_ratingsource
china_shanghai_shanghai_dazhong_merrylin_hotel,shanghai dazhong merrylin hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1409684-r30924771-Shanghai_Dazhong_Merrylin_Hotel-Shanghai.html,no.699 wuzhong road  minhang district,shanghai,-1,China,201101,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_motel_168_shanghai_siping_road,motel 168 shanghai siping road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050517-r46445596-Motel_168_Shanghai_Siping_Road-Shanghai.html,no.333 siping road  hongkou district,shanghai,-1,China,200081,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_celebrity_garden_hotel,celebrity garden hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307374-r49549825-Celebrity_Garden_Hotel-Shanghai.html,no.2988 zhangyang road  pudong new district,shanghai,-1,China,200135,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_washington_business_hotel,washington business hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402360-r49934473-Washington_Business_Hotel-Shanghai.html,no.3246 zhoujiazui road  yangpu district,shanghai,-1,China,200082,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_joyfull_international_hotel,joyfull international hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1405592-r45271287-Joyfull_International_Hotel-Shanghai.html,no.16 huayuan road  hongkou district,shanghai,-1,China,-1,-1,-1,1,3.0,3.0,4.0,3.0,4.0,0.0,3.4,
china_shanghai_ascott_pudong,ascott pudong,http://www.tripadvisor.com/ShowUserReviews-g308272-d574858-r31471189-Ascott_Pudong-Shanghai.html,no.3 pudong avenue  pudongxin district,shanghai,-1,China,200085,-1,-1,8,4.5,4.75,4.5,3.5,4.0,0.0,4.25,
china_shanghai_motel_yotel_qq_shanghai_yushan,motel yotel qq shanghai yushan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1220209-r38738457-Motel_Yotel_QQ_Shanghai_Yushan-Shanghai.html,no.166 yushan road  pudong district,shanghai,-1,China,200135,-1,-1,1,5.0,4.0,3.0,3.0,5.0,0.0,4.0,
china_shanghai_astronautics_hotel,astronautics hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307369-r30925573-Astronautics_Hotel-Shanghai.html,no.222 caoxi road   xu hui district,shanghai,-1,China,200233,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_green_tree_inn_shanghai_huadong,green tree inn shanghai huadong,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407819-r30925092-Green_Tree_Inn_Shanghai_Huadong-Shanghai.html,no.80-251 zaoyang road  putuo district,shanghai,-1,China,200062,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_dabaishu,home inn shanghai dabaishu,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048847-r30924868-Home_Inn_Shanghai_Dabaishu-Shanghai.html,no.848 xinshi south road  hongkou district,shanghai,-1,China,200434,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_zha_bei_park,home inn shanghai zha bei park,http://www.tripadvisor.com/ShowUserReviews-g308272-d611586-r30924889-Home_Inn_Shanghai_Zha_Bei_Park-Shanghai.html,no.518 liuying road  zhabei district,shanghai,-1,China,200700,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_liston_hotel,liston hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050898-r30924329-Liston_Hotel-Shanghai.html,no.610 lane 900  north sanxin road  songjiang district,shanghai,-1,China,201620,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_min_hang_hotel,min hang hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d630109-r30924530-Min_Hang_Hotel-Shanghai.html,202 lanping road  minhang district,shanghai,-1,China,200240,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_warner_inn_style,warner inn style,http://www.tripadvisor.com/ShowUserReviews-g308272-d1368278-r30915034-Warner_Inn_Style-Shanghai.html,no.1733 lianhua road,shanghai,-1,China,201103,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shengtiandi_service_apartment,shengtiandi service apartment,http://www.tripadvisor.com/ShowUserReviews-g308272-d1447130-r30924593-Shengtiandi_Service_Apartment-Shanghai.html,no.1145 jiangning road  jing'an district,shanghai,-1,China,200040,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_highsure_hotel,highsure hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d652906-r22229891-Highsure_Hotel-Shanghai.html,no.368 hongxu road  minxing district,shanghai,-1,China,201103,-1,-1,2,4.5,4.5,4.5,3.5,5.0,0.0,4.4,
china_shanghai_home_inn_shanghai_wuning_road,home inn shanghai wuning road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1412294-r49033526-Home_Inn_Shanghai_Wuning_Road-Shanghai.html,no.918 wuning road  putuo district,shanghai,-1,China,200063,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_bund_garden_hotel,bund garden hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1070078-r34032532-Bund_Garden_Hotel-Shanghai.html,no.200 hankou road  huangpu district,shanghai,-1,China,200002,-1,-1,3,4.333333333333333,4.0,3.0,4.0,3.0,0.0,3.6666666666666665,
china_shanghai_bodi_boutique_hotel,bodi boutique hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1440316-r39438971-Bodi_Boutique_Hotel-Shanghai.html,no.1255 longyang road  pudong new district,shanghai,-1,China,200127,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_garden_avenue_hotel,garden avenue hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d671505-r41037039-Garden_Avenue_Hotel-Shanghai.html,no.689 old humin road  xuhui district,shanghai,-1,China,200237,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_delight_pacific_suites_ladoll_shanghai,delight pacific suites ladoll shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d628354-r27068826-Delight_Pacific_Suites_Ladoll_Shanghai-Shanghai.html,no.831 xinzha road  jingan district shanghai china,shanghai,-1,China,200041,-1,-1,1,5.0,4.0,3.0,3.0,5.0,0.0,4.0,
china_shanghai_four_points_by_sheraton_shanghai,four points by sheraton shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1400679-r50316929-Four_Points_by_Sheraton_Shanghai-Shanghai.html,no.2111 pudong south road,shanghai,-1,China,200127,-1,-1,17,4.25,3.9166666666666665,3.0833333333333335,2.4166666666666665,3.5,0.0,3.4333333333333327,
china_shanghai_days_hotel_shanghai,days hotel shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d634411-r39299751-Days_Hotel_Shanghai-Shanghai.html,no.1558 zhongxing road,shanghai,-1,China,200070,-1,-1,11,4.0,3.5,3.75,2.25,3.25,0.0,3.35,
china_shanghai_utels_shanghai_wuning,utels shanghai wuning,http://www.tripadvisor.com/ShowUserReviews-g308272-d607464-r37545817-Utels_Shanghai_Wuning-Shanghai.html,no.50  lane 300  wuning road  putuo district,shanghai,-1,China,200235,-1,-1,8,3.857142857142857,3.7142857142857144,3.7142857142857144,2.4285714285714284,4.571428571428571,0.0,3.657142857142857,
china_shanghai_home_inn_shanghai_damuqiao,home inn shanghai damuqiao,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048719-r48228071-Home_Inn_Shanghai_Damuqiao-Shanghai.html,no.65 qingzhen road  xuhui district,shanghai,-1,China,200032,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_hanting_express_shanghai_nandan_road,hanting express shanghai nandan road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1051319-r47542683-Hanting_Express_Shanghai_Nandan_Road-Shanghai.html,no.111 nandan east road  xuhui district,shanghai,-1,China,200030,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_white_mansion_hotel,white mansion hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1051906-r47964187-White_Mansion_Hotel-Shanghai.html,no.1755 sichuan north road  hongkou district,shanghai,-1,China,200081,-1,-1,2,2.5,2.0,3.0,2.5,2.0,0.0,2.4,
china_shanghai_7_days_inn_shanghai_east_china_normal_university,7 days inn shanghai east china normal university,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402289-r37550297-7_Days_Inn_Shanghai_East_China_Normal_University-Shanghai.html,no.3636 zhongshan north road  putuo district,shanghai,-1,China,200063,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_hanting_express_shanghai_maoming_road,hanting express shanghai maoming road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1052729-r30921968-Hanting_Express_Shanghai_Maoming_Road-Shanghai.html,no.8 maoming south road  luwan district,shanghai,-1,China,200020,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_rujin_hotel_taiyuan_villa,rujin hotel taiyuan villa,http://www.tripadvisor.com/ShowUserReviews-g308272-d1027829-r30914871-Rujin_Hotel_Taiyuan_Villa-Shanghai.html,no.160 taiyuan road,shanghai,-1,China,200000,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_tongji_reception_house,tongji reception house,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048569-r37345136-Tongji_Reception_House-Shanghai.html,no.69 zhangwu road  yangpu district,shanghai,-1,China,200092,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_shanghai_olympic_club_hotel,shanghai olympic club hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d307552-r39451201-Shanghai_Olympic_Club_Hotel-Shanghai.html,no.1800 south second zhongshan road   xuhui district,shanghai,-1,China,200030,-1,-1,3,4.0,4.0,3.3333333333333335,4.333333333333333,4.0,0.0,3.9333333333333336,
china_shanghai_beining_hotel,beining hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d1048466-r38947509-Beining_Hotel-Shanghai.html,1033 liuying road  zhabei district,shanghai,-1,China,200070,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_radisson_hotel_shanghai_hong_quan,radisson hotel shanghai hong quan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1162782-r47160338-Radisson_Hotel_Shanghai_Hong_Quan-Shanghai.html,no.210 taopu road  putuo district,shanghai,-1,China,200333,-1,-1,2,5.0,5.0,4.5,3.0,3.0,0.0,4.1,
china_shanghai_best_western_shanghai_ruite_hotel,best western shanghai ruite hotel,http://www.tripadvisor.com/ShowUserReviews-g308272-d581952-r47518970-Best_Western_Shanghai_Ruite_Hotel-Shanghai.html,no.1888 yishan road  minhang district,shanghai,-1,China,201103,-1,-1,3,4.0,3.0,3.5,2.5,4.0,0.0,3.4,
china_shanghai_ramada_shanghai_wujiaochang,ramada shanghai wujiaochang,http://www.tripadvisor.com/ShowUserReviews-g308272-d1235846-r48965256-Ramada_Shanghai_Wujiaochang-Shanghai.html,no.1888 huangxing road  yangpu district,shanghai,-1,China,200433,-1,-1,2,4.5,4.0,3.0,3.5,4.0,0.0,3.8,
china_shanghai_a8_hotel_shanghai_qibao,a8 hotel shanghai qibao,http://www.tripadvisor.com/ShowUserReviews-g308272-d1407648-r39819780-A8_Hotel_Shanghai_Qibao-Shanghai.html,no.7 wubao road  minxing district,shanghai,-1,China,201103,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_home_inn_shanghai_fudan,home inn shanghai fudan,http://www.tripadvisor.com/ShowUserReviews-g308272-d1239257-r45784751-Home_Inn_Shanghai_Fudan-Shanghai.html,no.100 handan road  yangpu district,shanghai,-1,China,200433,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_jinjiang_inn_shanghai_jujin_road,jinjiang inn shanghai jujin road,http://www.tripadvisor.com/ShowUserReviews-g308272-d1402357-r44649006-Jinjiang_Inn_Shanghai_Jujin_Road-Shanghai.html,no.389 jujin road  pudong new area,shanghai,-1,China,200120,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
china_shanghai_lexington_plaza_mingde_shanghai,lexington plaza mingde shanghai,http://www.tripadvisor.com/ShowUserReviews-g308272-d1147605-r43770243-Lexington_Plaza_Mingde_Shanghai-Shanghai.html,no.558 xizang north road,shanghai,-1,China,200071,-1,-1,4,4.5,4.5,3.25,4.0,4.25,0.0,4.1,
china_shanghai_house_inn_shanghai_caobao_road,house inn shanghai caobao road,http://www.tripadvisor.com/ShowUserReviews-g308272-d583096-r14724372-House_Inn_Shanghai_Caobao_Road-Shanghai.html,no.275 guiping road  xuhui district,shanghai,-1,China,200233,-1,-1,11,4.75,4.0,4.25,4.5,4.25,0.0,4.35,
china_shanghai_jinjiang_inn_shanghai_pudong_airport_second,jinjiang inn shanghai pudong airport second,http://www.tripadvisor.com/ShowUserReviews-g308272-d1050605-r50477920-Jinjiang_Inn_Shanghai_Pudong_Airport_Second-Shanghai.html,no.850 airport avenue  pudong international airport  pudong new district,shanghai,-1,China,201202,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
